Ticker,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Avg Volume,Rel Volume,Price_perf,Change,Volume,Company,Sector,Industry,Market Cap,P/E,Price_overview,Country,Perf Week_Rank,Perf Month_Rank,Perf Quart_Rank,Perf Half_Rank,Perf Year_Rank,Perf YTD_Rank,Short_Term_Strength,ST_Rank,Long_Term_Strength,LT_Rank,Overall_Strength,Overall_Rank,Consistency
NCL,0.8537,2.1897,3.2045,2.0875,1.2108,2.3933,0.1243,0.1422,,3100000.0,0.52,0.93,0.2944,1612937.0,Northann Corp,Consumer Cyclical,"Furnishings, Fixtures & Appliances",88310000.0,,0.93,USA,99.04513888888889,98.52430555555556,98.85664028144238,97.03770197486536,91.32841328413284,98.61111111111111,1.5217,98.52430555555556,2.1675999999999997,97.53737906772207,1.9899166666666668,98.35069444444444,100.0
RGLS,0.0076,2.102,5.0382,4.5704,2.9353,4.0063,0.0060999999999999995,0.19820000000000002,2.67,1920000.0,0.36,7.91,-0.0013,696462.0,Regulus Therapeutics Inc,Healthcare,Biotechnology,547640000.0,,7.91,USA,53.55902777777778,98.4375,99.56024626209323,99.10233393177738,97.41697416974169,99.56597222222221,1.0548,97.65625,4.181299999999999,99.29639401934917,3.1099666666666668,99.39236111111111,100.0
CEP,0.4648,2.0273,3.8029,3.9701,,3.8075,0.15380000000000002,0.1493,,3480000.0,1.02,49.95,0.16,3545066.0,Cantor Equity Partners Inc,Financial,Shell Companies,639360000.0,280.93,49.95,USA,97.39583333333334,98.35069444444444,99.29639401934917,98.74326750448833,,99.47916666666666,1.2460499999999999,98.17708333333334,3.8865,99.2084432717678,2.8145200000000004,99.30555555555556,100.0
KIDZ,0.3191,2.0268,-0.7034,-0.6943,-0.6873,-0.7034,0.1313,0.38520000000000004,,8990000.0,1.82,3.39,0.161,16344312.0,Classover Holdings Inc,Consumer Defensive,Education & Training Services,58150000.0,25.3,3.39,USA,95.05208333333334,98.26388888888889,0.9674582233948988,2.423698384201077,7.841328413284134,1.9965277777777777,1.1729500000000002,97.82986111111111,-0.695,1.4072119613016711,-0.07374999999999997,23.87152777777778,33.3
CTMX,0.065,1.917,1.7308,1.4676,0.1094,1.068,0.04,0.2064,1.6,5130000.0,0.73,2.13,0.0441,3719606.0,CytomX Therapeutics Inc,Healthcare,Biotechnology,335570000.0,4.3,2.13,USA,73.17708333333334,98.17708333333334,97.97713280562886,94.97307001795332,59.132841328413285,95.74652777777779,0.991,97.56944444444444,1.1026,94.0193491644679,1.0596333333333332,94.79166666666666,100.0
SGMA,1.2172,1.7925,1.0414,0.1518,-0.3996,0.6629,0.41659999999999997,0.20079999999999998,,391490.0,2.12,2.96,-0.0034000000000000002,830974.0,Sigmatron International Inc,Technology,Electronic Components,18110000.0,,2.96,USA,99.30555555555556,98.09027777777779,96.04221635883906,67.23518850987432,20.479704797047972,92.10069444444444,1.50485,98.35069444444444,0.26453333333333334,75.81354441512754,0.7443666666666666,92.44791666666666,83.3
ATHR,0.6916,1.7846000000000002,,,,2.0243,0.09609999999999999,0.0958,,267640.0,0.63,17.39,0.0761,169447.0,Aether Holdings Inc,Technology,Software - Application,210440000.0,,17.39,USA,98.4375,98.00347222222221,,,,97.82986111111111,1.2381000000000002,98.09027777777779,,,1.5001666666666669,97.39583333333334,100.0
ABVE,0.2097,1.7619,1.7027,1.8846,-0.8266,1.7778,0.1507,0.2466,,834040.0,0.61,1.5,0.29309999999999997,509910.0,Above Food Ingredients Inc,Consumer Defensive,Packaged Foods,42800000.0,,1.5,Canada,90.19097222222221,97.91666666666666,97.80123131046614,96.58886894075404,3.8745387453874542,97.48263888888889,0.9858,97.39583333333334,0.9202333333333333,92.61213720316623,1.0850166666666667,94.96527777777779,83.3
EPSM,0.1206,1.7286,,,,2.0456,0.0429,0.0949,,711620.0,0.28,14.68,0.0055000000000000005,200550.0,Epsium Enterprise Ltd,Consumer Defensive,Beverages - Wineries & Distilleries,197300000.0,,14.68,USA,82.46527777777779,97.82986111111111,,,,97.91666666666666,0.9246,97.30902777777779,,,1.2982666666666667,96.61458333333334,100.0
NVTS,1.4396,1.7150999999999998,0.5931000000000001,1.8371,0.3325,0.4146,0.5005,0.2211,2.0,4840000.0,56.51,5.05,1.6440000000000001,273679344.0,Navitas Semiconductor Corp,Technology,Semiconductors,968620000.0,,5.05,USA,99.39236111111111,97.74305555555556,92.61213720316623,96.31956912028726,72.97047970479706,86.45833333333334,1.57735,98.78472222222221,0.9209,92.70008795074757,1.0553333333333335,94.70486111111111,100.0
QBTS,0.7262000000000001,1.6704,1.6262,12.2222,13.5344,1.2667,0.14300000000000002,0.12179999999999999,1.0,70060000.0,3.43,19.04,0.2396,240167294.0,D-Wave Quantum Inc,Technology,Computer Hardware,5560000000.0,,19.04,USA,98.52430555555556,97.65625,97.62532981530343,99.64093357271095,99.72324723247232,96.44097222222221,1.1983000000000001,97.91666666666666,9.127600000000001,99.64819700967458,5.1743500000000004,99.65277777777779,100.0
FNGR,-0.0947,1.6013,2.0,1.0758,0.37,2.425,0.055099999999999996,0.1002,1.0,624330.0,2.2,4.11,0.0431,1370916.0,FingerMotion Inc,Communication Services,Telecom Services,234850000.0,,4.11,Singapore,2.170138888888889,97.56944444444444,98.32893579595427,93.80610412926391,75.46125461254613,98.78472222222221,0.7533,96.70138888888889,1.1486,94.54705364995603,1.2295666666666667,95.83333333333334,83.3
NVNI,-0.0404,1.5443,-0.8362999999999999,-0.4989,-0.7197,-0.8323,0.0466,0.2262,1.0,29200000.0,0.1,0.41,0.022099999999999998,2919969.0,Nvni Group Ltd,Technology,Software - Application,14200000.0,,0.41,Brazil,16.57986111111111,97.48263888888889,0.43975373790677225,5.9694793536804305,6.826568265682657,1.0416666666666665,0.75195,96.61458333333334,-0.6849666666666666,1.6710642040457344,-0.23055,6.684027777777778,16.7
BTM,0.6794,1.4894,1.7209,0.8187000000000001,0.8571,1.1667,0.078,0.0874,1.0,587180.0,5.7,3.51,0.1623,3347705.0,Bitcoin Depot Inc,Financial,Capital Markets,225730000.0,,3.51,USA,98.35069444444444,97.39583333333334,97.8891820580475,91.65170556552962,88.05350553505535,96.00694444444444,1.0844,97.74305555555556,1.1322333333333334,94.45910290237467,1.1220333333333334,95.48611111111111,100.0
PRE,0.9387,1.4809,1.0981,1.3337,0.8615,0.9353,0.1241,0.0784,1.0,13320.0,9.17,11.23,0.3875,122244.0,Prenetics Global Limited,Healthcare,Diagnostics & Research,146300000.0,,11.23,Hong Kong,99.21875,97.30902777777779,96.30606860158312,94.61400359066428,88.19188191881919,95.13888888888889,1.2098,98.00347222222221,1.0977666666666666,93.84344766930519,1.1080333333333334,95.3125,100.0
CISO,0.0992,1.4182,0.2667,0.0726,0.6218,-0.6167,0.052199999999999996,0.1285,1.0,5340000.0,0.14,1.33,0.015300000000000001,722239.0,CISO Global Inc,Technology,Software - Infrastructure,42620000.0,,1.33,USA,79.77430555555556,97.22222222222221,82.58575197889182,59.335727109515254,84.04059040590406,3.038194444444444,0.7586999999999999,96.78819444444444,0.3203666666666667,79.3315743183817,0.31029999999999996,81.77083333333334,83.3
AIRS,0.1718,1.4046,-0.2188,-0.2925,-0.0348,-0.1985,0.0321,0.0944,2.6,432570.0,1.68,4.16,0.0626,724610.0,Airsculpt Technologies Inc,Healthcare,Medical Care Facilities,244520000.0,,4.16,USA,87.67361111111111,97.13541666666666,14.599824098504838,16.427289048473966,48.154981549815496,26.475694444444443,0.7882,96.875,-0.18203333333333335,24.36235708003518,0.13863333333333336,64.67013888888889,33.3
AEVA,-0.0546,1.3887,3.1176,3.375,3.6398,2.3895,0.121,0.0858,1.4,1600000.0,2.19,16.1,0.1338,3504489.0,Aeva Technologies Inc,Technology,Software - Infrastructure,885860000.0,,16.1,USA,9.375,97.04861111111111,98.76868953386105,98.38420107719928,97.97047970479706,98.52430555555556,0.66705,96.00694444444444,3.377466666666667,98.85664028144238,2.3093333333333335,98.61111111111111,83.3
SEZL,0.1283,1.3730000000000002,1.1279,0.5259,7.2227,1.3844999999999998,0.023799999999999998,0.08410000000000001,1.0,1110000.0,0.8,101.66,0.025699999999999997,890363.0,Sezzle Inc,Financial,Credit Services,3380000000.0,34.36,101.66,USA,83.81076388888889,96.96180555555556,96.65787159190853,86.17594254937163,99.07749077490774,96.78819444444444,0.7506500000000002,96.52777777777779,2.958833333333333,98.50483729111697,1.9603833333333334,98.26388888888889,100.0
TGEN,0.3248,1.3366999999999998,1.4347,4.1667000000000005,5.6906,2.1741,0.0429,0.0771,1.0,219270.0,1.8,4.65,0.0665,395058.0,Tecogen Inc,Industrials,Electrical Equipment & Parts,117460000.0,,4.65,USA,95.3125,96.875,97.36147757255937,99.01256732495511,98.80073800738008,98.17708333333334,0.8307499999999999,97.13541666666666,3.7640000000000007,99.12049252418646,2.521266666666667,99.13194444444444,100.0
OST,0.0872,1.3254,0.855,1.2070999999999998,0.0429,0.8134,0.025,0.0643,,2410000.0,0.75,4.86,0.0318,1803215.0,Ostin Technology Group Co Ltd,Technology,Electronic Components,523080000.00000006,,4.86,China,77.34375,96.78819444444444,95.1627088830255,94.3447037701975,53.59778597785978,94.09722222222221,0.7062999999999999,96.26736111111111,0.7016666666666667,89.62181178540017,0.7218333333333332,92.10069444444444,100.0
DAVE,0.0816,1.3146,0.9708,1.4956,3.2626,1.2877,0.039,0.0784,1.0,514169.99999999994,0.62,198.85,0.026600000000000002,317389.0,Dave Inc,Technology,Software - Application,2650000000.0,54.71,198.85,USA,76.38888888888889,96.70138888888889,95.77836411609498,95.15260323159784,97.7859778597786,96.52777777777779,0.6980999999999999,96.18055555555556,1.9096666666666666,97.00967458223396,1.40215,96.96180555555556,100.0
PTHL,0.1364,1.2353,1.0267,0.3103,,0.3787,0.1281,0.0902,,158650.0,1.18,6.08,0.1259,186806.0,Pheton Holdings Ltd,Healthcare,Medical Devices,86640000.0,,6.08,China,84.85243055555556,96.61458333333334,95.9542656112577,77.91741472172352,,84.46180555555556,0.6858500000000001,96.09375,0.6685,88.91820580474933,0.61748,90.79861111111111,100.0
FTK,-0.0143,1.2283,0.8406,0.8842,2.9816000000000003,0.5876,0.0148,0.085,1.0,311060.0,0.73,15.13,0.006,226086.0,Flotek Industries Inc,Energy,Oil & Gas Equipment & Services,451270000.0,33.14,15.13,USA,36.54513888888889,96.52777777777779,95.07475813544414,92.1903052064632,97.60147601476015,90.88541666666666,0.607,95.48611111111111,1.5688000000000002,96.04221635883906,1.0846666666666667,94.87847222222221,83.3
GREE,0.7451000000000001,1.2278,0.6481,-0.3407,-0.3754,0.1484,0.09449999999999999,0.1308,1.0,334530.0,4.76,1.78,0.28059999999999996,1592921.0,Greenidge Generation Holdings Inc,Financial,Capital Markets,27480000.0,,1.78,USA,98.69791666666666,96.44097222222221,93.75549692172383,13.330341113105925,22.047970479704798,70.3125,0.98645,97.48263888888889,-0.02266666666666667,43.88742304309587,0.34221666666666667,83.50694444444444,66.7
CREX,0.4378,1.1567,0.1942,-0.1475,-0.1882,0.1796,0.1166,0.0823,1.0,56390.0,8.86,2.89,0.1893,499633.0,Creative Realities Inc,Technology,Software - Application,30400000.0,,2.89,USA,97.13541666666666,96.35416666666666,77.61653474054529,31.149012567324956,35.51660516605166,72.82986111111111,0.79725,96.96180555555556,-0.04716666666666666,39.92963940193492,0.2721,79.25347222222221,66.7
SYRA,0.3699,1.1113,-0.7284,-0.6995,-0.9173,-0.7329000000000001,0.158,0.19949999999999998,,483120.0,0.05,0.11,0.0,25574.0,Syra Health Corp,Healthcare,Medical Care Facilities,1250000.0,,0.11,USA,96.35416666666666,96.26736111111111,0.79155672823219,2.154398563734291,2.3062730627306274,1.7361111111111112,0.7405999999999999,96.44097222222221,-0.7817333333333334,0.79155672823219,-0.26615000000000005,5.381944444444445,33.3
HOOK,0.1172,1.0769,-0.0899,-0.4214,-0.9811,-0.1939999999999999,0.11900000000000001,0.1058,3.0,86760.0,22.13,1.62,0.0658,1920199.0,Hookipa Pharma Inc,Healthcare,Biotechnology,19750000.0,,1.62,USA,82.20486111111111,96.18055555555556,33.06948109058927,8.43806104129264,0.8302583025830259,26.822916666666668,0.59705,95.13888888888889,-0.49746666666666667,4.8372911169744945,-0.08205,22.48263888888889,33.3
FL,-0.0013,1.0525,0.3115,0.0608999999999999,0.0511,0.0969999999999999,0.0084,0.1439,2.82,6440000.0,0.76,23.87,-0.0029,4903666.0,Foot Locker Inc,Consumer Cyclical,Apparel Retail,2280000000.0,194.38,23.87,USA,46.91840277777778,96.09375,85.31222515391381,58.43806104129264,54.05904059040591,66.015625,0.5256,94.18402777777779,0.14116666666666663,65.08355321020228,0.26194999999999996,78.38541666666666,83.3
RYET,0.7654000000000001,1.037,,,,2.0532,0.0895,0.2075,,1020000.0,0.44,13.77,0.0132,451346.0,Ruanyun Edai Technology Inc,Consumer Defensive,Education & Training Services,464740000.0,,13.77,China,98.78472222222221,96.00694444444444,,,,98.00347222222221,0.9012,97.22222222222221,,,1.2852,96.35416666666666,100.0
FAAS,1.6774,1.0307,-0.1134999999999999,-0.1805999999999999,-0.9463,-0.3117,0.2528,0.1778,,11570000.0,0.86,0.52,0.2621,9895635.0,DigiAsia Corp,Technology,Software - Infrastructure,31330000.0,,0.52,Singapore,99.47916666666666,95.92013888888889,28.935795954265615,27.19928186714542,1.7527675276752765,15.45138888888889,1.35405,98.26388888888889,-0.4134666666666666,7.827616534740544,0.19266666666666668,72.13541666666666,33.3
LFMD,0.1892,0.9759,1.1062,1.1863,0.4557,1.3232,0.0338,0.09140000000000001,1.22,1770000.0,1.13,11.5,0.0678,2008186.0,LifeMD Inc,Healthcare,Health Information Services,522650000.0,,11.5,USA,88.80208333333334,95.83333333333334,96.48197009674581,94.16517055655295,79.70479704797047,96.70138888888889,0.58255,94.96527777777779,0.9160666666666666,92.43623570800352,0.87275,93.57638888888889,100.0
VFF,0.2981,0.9729,0.544,0.5650999999999999,-0.0547,0.5694,0.07490000000000001,0.0843,1.0,714360.0,2.91,1.21,0.14150000000000001,2077147.0,Village Farms International Inc,Consumer Defensive,Farm Products,135930000.0,,1.21,USA,94.27083333333334,95.74652777777779,91.90853122251539,86.89407540394973,46.494464944649444,90.10416666666666,0.6355,95.65972222222221,0.35146666666666665,81.17854001759015,0.4824666666666666,88.19444444444444,83.3
SERV,0.2386,0.9712,-0.0316,0.4483,2.6344,-0.1384999999999999,0.1164,0.0821,1.0,4930000.0,3.41,11.63,0.2115,16819626.0,Serve Robotics Inc,Industrials,Specialty Industrial Machinery,664340000.0,,11.63,USA,92.27430555555556,95.65972222222221,44.06332453825858,84.02154398563735,96.49446494464945,34.375,0.6049,95.39930555555556,1.0170333333333332,93.22779243623572,0.6870666666666666,91.84027777777779,66.7
AGAE,0.0982,0.9692,0.8737999999999999,0.7706000000000001,1.5065,1.4353,0.1,0.0863,1.0,133780.0,0.13,1.93,0.0052,16732.0,Allied Gaming & Entertainment Inc,Communication Services,Entertainment,85120000.0,,1.93,USA,79.42708333333334,95.57291666666666,95.33861037818822,91.11310592459606,93.26568265682657,96.875,0.5337,94.35763888888889,1.0503,93.57959542656113,0.9422666666666665,94.44444444444444,100.0
DDC,0.1485,0.9682,0.0892999999999999,-0.1208,-0.7913,-0.0097,0.0696,0.11019999999999999,1.0,73560.0,0.9,4.33,0.10460000000000001,65907.0,DDC Enterprise Ltd,Consumer Defensive,Packaged Foods,23900000.0,,4.33,Hong Kong,85.67708333333334,95.48611111111111,64.73175021987687,33.39317773788151,4.612546125461255,50.78125,0.55835,94.70486111111111,-0.2742666666666667,16.182937554969218,0.04736666666666666,47.22222222222222,50.0
LASR,0.1134999999999999,0.9373,0.4177,0.3634,0.0748,0.3556,0.0538,0.07440000000000001,1.5,440530.0,1.63,14.22,0.0572,717857.0,nLIGHT Inc,Technology,Semiconductors,703030000.0,,14.22,USA,81.59722222222221,95.39930555555556,90.23746701846966,80.25134649910234,55.904059040590404,83.46354166666666,0.5254,94.09722222222221,0.2853,77.74846086191732,0.37704999999999994,85.06944444444444,100.0
PRCH,-0.016,0.9295,1.2771,2.4476,2.8972,1.0041,0.0438,0.1246,1.33,3490000.0,0.93,9.86,0.0368,3232622.0,Porch Group Inc,Technology,Software - Application,1020000000.0,,9.86,USA,35.28645833333333,95.3125,97.00967458223396,97.48653500897666,97.32472324723247,95.48611111111111,0.45675,92.79513888888889,2.2073,97.80123131046614,1.4232499999999997,97.13541666666666,83.3
TDUP,0.0949,0.9133,1.9297,6.425700000000001,2.6232,4.3957,0.0398,0.09140000000000001,1.5,1810000.0,1.29,7.5,0.0638,2338568.0,ThredUp Inc,Consumer Cyclical,Internet Retail,886850000.0,,7.5,USA,78.94965277777779,95.22569444444444,98.2409850483729,99.46140035906643,96.40221402214021,99.65277777777779,0.5041,93.48958333333334,3.659533333333334,99.0325417766051,2.7304166666666667,99.21875,100.0
QMMM,0.2212,0.9077,0.83,-0.2023,,0.0781,0.0315,0.092,,1200000.0,1.16,1.38,0.029900000000000003,1390223.0,QMMM Holdings Ltd,Communication Services,Advertising Agencies,23750000.0,,1.38,Hong Kong,90.88541666666666,95.13888888888889,94.9868073878628,25.089766606822263,,63.802083333333336,0.56445,94.79166666666666,0.31384999999999996,79.06772207563765,0.36694,84.63541666666666,80.0
AYTU,-0.2201,0.9057,0.4963,0.2625,-0.3442,0.1882,0.0342,0.1641,1.0,1200000.0,0.38,2.02,0.0,459650.0,Aytu BioPharma Inc,Healthcare,Drug Manufacturers - Specialty & Generic,12460000.0,,2.02,USA,0.1736111111111111,95.05208333333334,91.46877748460862,75.53859964093357,23.616236162361623,73.61111111111111,0.3428,89.0625,0.13820000000000002,64.55584872471417,0.2147333333333333,74.47916666666666,66.7
ADUR,0.3538,0.9042,0.4528,0.3274,1.4228999999999998,0.3124,0.0629,0.0533,1.0,89950.0,4.99,8.15,0.1241,448495.0,Aduro Clean Technologies Inc,Industrials,Pollution & Treatment Controls,238710000.0,,8.15,Canada,96.18055555555556,94.96527777777779,90.67722075637643,78.45601436265709,92.71217712177122,81.33680555555556,0.629,95.57291666666666,0.7343666666666667,90.325417766051,0.6289166666666666,91.31944444444444,100.0
QUBT,0.3063,0.8948,0.6114999999999999,4.0502,15.0527,-0.2707,0.1048,0.1016,1.0,18290000.0,2.48,12.07,0.1452,45311817.0,Quantum Computing Inc,Technology,Computer Hardware,1700000000.0,,12.07,USA,94.61805555555556,94.87847222222221,92.96394019349165,98.8330341113106,99.81549815498155,18.489583333333336,0.60055,95.3125,6.571466666666666,99.47229551451187,3.4408,99.47916666666666,83.3
TZUP,0.1465,0.8902,2.9295,1.5595,0.7062999999999999,1.7609,0.0761,0.046799999999999994,,185310.0,1.76,9.47,0.0725,326921.0,Thumzup Media Corp,Communication Services,Advertising Agencies,90060000.0,,9.47,USA,85.32986111111111,94.79166666666666,98.68073878627969,95.42190305206462,86.07011070110701,97.39583333333334,0.51835,93.57638888888889,1.7317666666666665,96.39401934916447,1.3321499999999997,96.78819444444444,100.0
LPRO,-0.0736,0.875,-0.6228,-0.6845,-0.6972,-0.6734,0.025,0.0635,2.0,3090000.0,0.31,1.95,-0.0051,966219.0,Open Lending Corp,Financial,Credit Services,233580000.0,,1.95,USA,4.600694444444445,94.70486111111111,1.2313104661389622,2.6032315978456015,7.472324723247232,2.170138888888889,0.4007,90.97222222222221,-0.6681666666666667,1.759014951627089,-0.31275000000000003,2.864583333333333,16.7
EYEN,0.7965000000000001,0.8622,0.2082999999999999,-0.7714,-0.9657,-0.8262,0.2804,0.1326,3.0,1130000.0,5.13,2.03,0.45,5777044.0,Eyenovia Inc,Healthcare,Biotechnology,5860000.0,,2.03,USA,98.87152777777779,94.61805555555556,78.71591908531222,1.7055655296229804,1.2915129151291513,1.3888888888888888,0.82935,97.04861111111111,-0.5095999999999999,4.397537379067722,-0.11604999999999999,18.055555555555554,50.0
